Make,Model,Mileage,Year,Salesperson,Customer Name,Cost Price,Service Cost,Profit
Ford,F-150,46763,2021,Emily Davis,Michael Williams,44253,1984,9978
Ford,Escape,62819,2022,Emily Davis,Jennifer Smith,47596,542,7027
Ford,Escape,92044,2022,Sarah Wilson,Michael Martinez,48556,1926,9284
Ford,F-150,91585,2019,John Carter,James Williams,31981,3000,8867
Ford,Edge,119165,2023,John Carter,Jennifer Smith,34201,1672,3268
Ford,Mustang,48166,2022,Emily Davis,William Miller,47873,2365,5347
Ford,Mustang,61782,2019,Michael Brown,John Martinez,25513,1352,3532
Ford,Bronco,40157,2018,Michael Brown,William Rodriguez,18293,1048,5518
Ford,Bronco,9870,2024,John Carter,Jennifer Garcia,36515,1047,8786
Ford,Explorer,32554,2016,John Carter,John Williams,25556,1042,8753
Ford,Bronco,17392,2024,Sarah Wilson,Patricia Johnson,43065,2398,7041
Ford,Explorer,113732,2023,Sarah Wilson,William Rodriguez,28635,743,2472
Ford,Explorer,112990,2021,Emily Davis,Jennifer Brown,27947,503,2572
Ford,Bronco,108114,2017,Michael Brown,William Miller,24235,2216,6490
Ford,F-150,66059,2019,John Carter,Jennifer Johnson,28418,1097,6936
Ford,Escape,97784,2022,Emily Davis,Michael Martinez,18105,2571,7380
Ford,F-150,58558,2017,Emily Davis,James Brown,31647,2642,5554
Ford,Escape,83429,2016,John Carter,Robert Miller,23703,1442,6067
Ford,Bronco,9091,2022,Michael Brown,Elizabeth Johnson,28016,1791,7878
Ford,Explorer,16586,2018,Michael Brown,John Smith,35649,1574,5503
Ford,Edge,39252,2017,Emily Davis,Robert Smith,22525,2874,2294
Ford,Edge,108127,2023,John Carter,Robert Davis,32450,1436,7936
Ford,Explorer,107582,2018,Emily Davis,John Davis,33017,2162,5522
Ford,Bronco,67220,2023,Emily Davis,Mary Brown,47158,1292,6518
Ford,Escape,42723,2015,John Carter,Mary Garcia,31050,2575,5381
Ford,Explorer,27411,2021,John Carter,Robert Johnson,26722,1818,7506
Ford,Explorer,51531,2022,Sarah Wilson,William Brown,16995,1769,4543
Ford,Bronco,6574,2022,Michael Brown,Mary Brown,26894,1786,8933
Ford,F-150,100750,2023,Michael Brown,James Jones,49557,1912,9325
Ford,Edge,88779,2019,Michael Brown,James Jones,31511,638,8954
Ford,F-150,94017,2019,John Carter,Mary Martinez,17774,2750,7044
Ford,Edge,88013,2018,Sarah Wilson,Patricia Jones,48361,2629,4434
Ford,Bronco,26104,2018,Sarah Wilson,Mary Davis,36084,884,7687
Ford,Mustang,13402,2024,Sarah Wilson,Robert Garcia,21103,1684,6830
Ford,Escape,86420,2024,Sarah Wilson,John Brown,28237,3000,-4652
Ford,Edge,57992,2022,John Carter,Patricia Garcia,35355,583,5484
Ford,Explorer,84443,2017,Sarah Wilson,Elizabeth Rodriguez,44976,2806,5616
Ford,Bronco,112892,2018,John Carter,Elizabeth Jones,34666,2763,6252
Ford,Explorer,26576,2019,Emily Davis,Robert Rodriguez,37983,2759,7356
Ford,Mustang,110651,2016,John Carter,John Williams,32940,1893,3890
Ford,F-150,30854,2019,Emily Davis,Patricia Martinez,42237,2437,4453
Ford,Escape,52404,2021,Michael Brown,John Rodriguez,47670,927,5866
Ford,Mustang,63405,2016,Sarah Wilson,Elizabeth Rodriguez,20345,1394,7676
Ford,F-150,66326,2020,Michael Brown,William Smith,27180,732,9231
Ford,Edge,101194,2020,John Carter,Robert Davis,17872,2298,5039
Ford,F-150,48982,2022,John Carter,Michael Smith,39223,2237,8791
Ford,F-150,62956,2021,Michael Brown,William Davis,21685,1740,3857
Ford,F-150,108445,2016,Michael Brown,James Miller,25916,1981,7010
Ford,F-150,91229,2018,Sarah Wilson,Michael Johnson,47651,2126,7121
Ford,F-150,19603,2023,Emily Davis,William Rodriguez,16535,1462,9363
Ford,Escape,104448,2017,John Carter,James Martinez,24553,2883,7244
Ford,Explorer,77461,2023,John Carter,Elizabeth Williams,41017,711,4074
Ford,Explorer,60993,2021,Michael Brown,Michael Martinez,21745,1598,3382
Ford,Explorer,53808,2022,Sarah Wilson,Michael Jones,25272,2307,3757
Ford,Bronco,94127,2017,Sarah Wilson,William Johnson,41554,2850,6954
Ford,F-150,100509,2020,Michael Brown,Linda Davis,39003,1593,6502
Ford,Mustang,96774,2024,Michael Brown,Mary Rodriguez,41966,955,5533
Ford,Bronco,25240,2024,Emily Davis,James Smith,35769,2778,3242
Ford,Escape,41187,2018,Emily Davis,James Williams,18600,2913,3571
Ford,Escape,77136,2022,Emily Davis,Michael Williams,18421,2649,7556
Ford,Edge,111833,2016,Emily Davis,Elizabeth Brown,25259,680,2089
Ford,Edge,43474,2019,John Carter,Mary Brown,37279,2289,9410
Ford,Explorer,72881,2022,Sarah Wilson,John Brown,33633,1817,4892
Ford,Explorer,8204,2015,Sarah Wilson,James Brown,41036,1754,3947
Ford,Mustang,98113,2020,John Carter,James Davis,45044,1837,3919
Ford,F-150,119152,2017,Sarah Wilson,James Jones,27831,882,3058
Ford,Escape,21856,2020,Emily Davis,Jennifer Smith,17956,2513,4673
Ford,Explorer,31878,2020,John Carter,Jennifer Davis,20471,2611,7311
Ford,F-150,24383,2015,John Carter,William Davis,21349,1839,7457
Ford,Escape,24187,2016,Sarah Wilson,Mary Johnson,19016,654,9180
Ford,Edge,59271,2016,Sarah Wilson,Robert Miller,30982,1597,3261
Ford,Bronco,112727,2019,Michael Brown,James Jones,25269,1003,8216
Ford,Edge,7678,2020,John Carter,William Williams,18222,1563,8891
Ford,F-150,71551,2021,John Carter,John Davis,34511,2620,5619
Ford,Explorer,38663,2015,Emily Davis,Jennifer Davis,28001,2952,2584
Ford,F-150,48903,2021,Sarah Wilson,Elizabeth Smith,45133,2886,8026
Ford,F-150,39427,2018,Emily Davis,James Jones,49070,2877,4296
Ford,Explorer,22764,2023,John Carter,Patricia Garcia,47746,1845,7788
Ford,F-150,9683,2021,Michael Brown,John Williams,35276,690,9177
Ford,Edge,117502,2016,John Carter,Michael Jones,45420,1366,7690
Ford,Mustang,60451,2020,Michael Brown,William Rodriguez,17425,1509,9825
Ford,F-150,36539,2024,Emily Davis,Mary Jones,30617,1363,3791
Ford,Explorer,43131,2019,Sarah Wilson,Robert Garcia,21099,2783,3022
Ford,Mustang,11498,2019,Michael Brown,Elizabeth Martinez,17379,2735,4198
Ford,Mustang,102633,2017,Emily Davis,Jennifer Williams,37416,2887,7677
Ford,Mustang,66048,2016,Sarah Wilson,William Johnson,33329,1221,8271
Ford,F-150,119207,2019,Sarah Wilson,Robert Brown,27511,2377,9243
Ford,Edge,104342,2016,Sarah Wilson,John Williams,17661,1472,8433
Ford,Mustang,62361,2018,Michael Brown,Jennifer Rodriguez,47078,1993,2550
Ford,Edge,98448,2018,Sarah Wilson,Patricia Brown,16777,1861,8347
Ford,Bronco,113812,2017,Emily Davis,Mary Brown,19374,2793,8425
Ford,Bronco,26131,2020,Michael Brown,James Johnson,49354,709,9249
Ford,Bronco,16070,2024,John Carter,William Martinez,46481,821,4436
Ford,Explorer,27243,2015,Michael Brown,Mary Williams,24622,1941,2288
Ford,F-150,14354,2021,Emily Davis,Robert Martinez,47203,2862,4491
Ford,Explorer,33666,2016,John Carter,Robert Brown,41002,840,3732
Ford,Explorer,99726,2020,John Carter,William Davis,46722,2922,9893
Ford,Explorer,45140,2023,John Carter,John Miller,25908,1076,4704
Ford,F-150,21824,2024,John Carter,James Johnson,47155,2687,8285
Ford,Explorer,29180,2015,John Carter,Michael Jones,29768,2873,4225
Ford,Bronco,33427,2019,John Carter,Robert Rodriguez,46208,1596,3992
Ford,Mustang,16554,2017,Sarah Wilson,Jennifer Smith,21664,1248,7819
Ford,Explorer,96704,2017,Sarah Wilson,James Davis,43875,1767,4692
Ford,Escape,113071,2019,Sarah Wilson,Patricia Davis,33410,973,5500
Ford,Mustang,111297,2021,John Carter,Robert Davis,20847,2151,5046
Ford,Mustang,40894,2016,Emily Davis,Linda Brown,30730,2089,5868
Ford,F-150,11942,2021,Sarah Wilson,Elizabeth Smith,38763,2312,8833
Ford,Bronco,21511,2016,John Carter,Linda Smith,24269,2960,7536
Ford,Explorer,30255,2017,Emily Davis,Mary Rodriguez,44013,1662,3657
Ford,Explorer,22460,2020,Emily Davis,Patricia Williams,23696,2451,9192
Ford,F-150,58692,2021,Emily Davis,Jennifer Martinez,43845,2583,5317
Ford,Mustang,21954,2016,Sarah Wilson,Jennifer Brown,25875,1745,3511
Ford,F-150,92971,2016,Michael Brown,Linda Davis,47233,2739,6035
Ford,Escape,103934,2021,Emily Davis,Elizabeth Smith,20003,1081,8440
Ford,Mustang,89793,2022,Sarah Wilson,Elizabeth Jones,19988,1936,7194
Ford,F-150,94984,2017,Emily Davis,Linda Miller,20286,603,7539
Ford,Explorer,65849,2017,Michael Brown,Jennifer Davis,37237,862,-2132
Ford,F-150,54946,2015,Sarah Wilson,James Jones,18585,1872,2304
Ford,Bronco,24382,2018,Emily Davis,William Johnson,20215,2319,3239
Ford,Edge,50600,2021,Emily Davis,Linda Brown,36016,2814,9769
Ford,F-150,107206,2017,Emily Davis,James Jones,37167,2756,9435
Ford,Escape,71822,2023,Sarah Wilson,John Garcia,23085,2416,4820
Ford,Mustang,11522,2022,Michael Brown,Elizabeth Jones,15830,2595,5825
Ford,Bronco,10752,2020,Michael Brown,Michael Garcia,38601,1491,2008
Ford,Mustang,85239,2024,Sarah Wilson,Patricia Miller,47049,2953,6875
Ford,Bronco,89365,2019,Sarah Wilson,Michael Miller,29987,700,5139
Ford,Edge,32786,2023,Emily Davis,Linda Johnson,39750,2516,5429
Ford,Bronco,73416,2020,Emily Davis,John Smith,15206,996,3475
Ford,F-150,109431,2022,Sarah Wilson,William Garcia,40737,2377,9585
Ford,Escape,30624,2021,Sarah Wilson,Michael Jones,20940,2255,-1212
Ford,F-150,43754,2016,Michael Brown,Linda Davis,31785,1897,6493
Ford,Explorer,42475,2023,Sarah Wilson,Michael Johnson,33279,2880,2400
Ford,F-150,39329,2015,John Carter,Michael Jones,45696,985,2663
Ford,Escape,83785,2021,John Carter,John Rodriguez,19528,982,3053
Ford,Bronco,59079,2023,Sarah Wilson,William Jones,22224,1364,9540
Ford,Escape,15466,2017,Michael Brown,Elizabeth Williams,31145,1461,7876
Ford,Explorer,27098,2021,Sarah Wilson,Elizabeth Davis,15951,1078,9458
Ford,Bronco,94580,2024,Emily Davis,Michael Garcia,46178,667,3933
Ford,Edge,80243,2023,Emily Davis,Mary Johnson,42923,1640,3885
Ford,F-150,37707,2022,Sarah Wilson,Robert Martinez,46360,590,5059
Ford,Escape,116644,2020,Michael Brown,James Garcia,30622,1045,8333
Ford,Explorer,28082,2023,Emily Davis,Patricia Brown,20836,2494,6572
Ford,Escape,36884,2015,Sarah Wilson,Mary Smith,28379,1517,6968
Ford,Escape,15600,2016,Sarah Wilson,Jennifer Miller,19122,1647,6466
Ford,Edge,42266,2021,John Carter,Michael Garcia,47389,694,9778
Ford,Explorer,17364,2019,John Carter,James Jones,26290,2905,5292
Ford,Escape,97731,2019,John Carter,Jennifer Jones,48882,2174,6057
Ford,Edge,79623,2018,Michael Brown,William Smith,39261,2274,7516
Ford,Edge,34442,2015,John Carter,Elizabeth Williams,43700,1480,5815
Ford,Mustang,78208,2018,Michael Brown,Robert Johnson,21720,2413,9179
Ford,F-150,37620,2022,Michael Brown,John Brown,41657,1129,7982
Ford,Explorer,12472,2020,Sarah Wilson,James Garcia,15111,1341,8353
Ford,Explorer,61847,2024,Emily Davis,Robert Jones,19420,1413,7696
Ford,Escape,81072,2024,Sarah Wilson,John Garcia,36014,2273,5255
Ford,Mustang,20745,2023,Emily Davis,Mary Jones,47184,1860,9338
Ford,Mustang,39672,2022,John Carter,Elizabeth Williams,18356,1343,7520
Ford,F-150,93335,2017,Michael Brown,James Brown,46495,1415,4811
Ford,F-150,102622,2018,John Carter,Patricia Rodriguez,41006,2925,3196
Ford,Mustang,26889,2018,Sarah Wilson,Michael Rodriguez,39668,1422,9813
Ford,Edge,42782,2017,Emily Davis,Patricia Davis,30894,986,3837
Ford,Explorer,98183,2024,Sarah Wilson,Linda Rodriguez,33721,668,9952
Ford,Mustang,85586,2019,John Carter,Michael Williams,38374,1184,6254
Ford,F-150,10520,2018,Sarah Wilson,Elizabeth Johnson,35322,810,3053
Ford,Edge,106579,2018,Emily Davis,Elizabeth Miller,37450,1114,4854
Ford,Bronco,83484,2019,Michael Brown,Elizabeth Smith,15598,1005,9461
Ford,Escape,19962,2015,John Carter,Mary Johnson,46005,537,8458
Ford,F-150,100067,2015,Emily Davis,Jennifer Martinez,49086,2556,4486
Ford,Edge,90630,2022,Sarah Wilson,Jennifer Smith,37234,603,3382
Ford,Edge,106685,2020,Michael Brown,Patricia Miller,28385,2646,4682
Ford,Mustang,52752,2022,John Carter,James Jones,25553,2390,9568
Ford,Bronco,110010,2017,John Carter,Michael Davis,16556,890,9783
Ford,Explorer,72943,2022,Sarah Wilson,James Jones,23664,1836,2833
Ford,Escape,107119,2020,John Carter,Patricia Jones,47117,2023,8608
Ford,Bronco,22324,2022,Emily Davis,Robert Davis,20651,558,3757
Ford,Explorer,44721,2023,John Carter,John Rodriguez,29552,1659,7185
Ford,Explorer,48075,2021,John Carter,Linda Smith,28898,1941,9932
Ford,Edge,74170,2017,Sarah Wilson,Michael Johnson,16345,1436,-519
Ford,F-150,31130,2023,Sarah Wilson,Jennifer Rodriguez,48226,783,4132
Ford,Escape,56084,2017,John Carter,John Smith,39344,2553,6189
Ford,F-150,11938,2020,Michael Brown,Linda Johnson,41476,1116,3771
Ford,Escape,27091,2015,Michael Brown,Linda Rodriguez,17151,2828,3612
Ford,Escape,78200,2016,Emily Davis,James Williams,46373,671,9115
Ford,Bronco,49494,2016,Emily Davis,Elizabeth Martinez,26122,1693,9272
Ford,F-150,78120,2020,Michael Brown,Robert Garcia,20628,2950,8145
Ford,F-150,117116,2019,Sarah Wilson,Robert Garcia,17961,2214,5698
Ford,Explorer,21351,2018,John Carter,Patricia Johnson,36338,2238,4262
Ford,Escape,106476,2017,John Carter,Michael Miller,29233,1572,7797
Ford,Mustang,102318,2017,Emily Davis,Linda Rodriguez,48632,2333,5324
Ford,Mustang,19461,2015,Emily Davis,Mary Rodriguez,28591,1563,7155
Ford,Bronco,67720,2019,Michael Brown,Patricia Williams,39924,2240,8685
Ford,Mustang,20705,2018,Sarah Wilson,Robert Martinez,19870,2506,4666
Ford,Explorer,31159,2020,Emily Davis,Robert Johnson,44961,2598,565
Ford,Mustang,85455,2017,Emily Davis,Elizabeth Rodriguez,15798,1756,9782
Ford,Explorer,104017,2023,Sarah Wilson,Jennifer Garcia,25327,808,2814
Ford,F-150,45435,2021,John Carter,Patricia Jones,23037,2107,3613
Ford,Mustang,23203,2015,Sarah Wilson,Patricia Miller,27020,594,5781
Ford,Explorer,53201,2019,John Carter,Linda Williams,20305,1327,8462
Ford,Explorer,53808,2024,John Carter,Robert Rodriguez,21600,672,7854
Ford,Mustang,117735,2022,Emily Davis,Jennifer Garcia,44272,2198,2713
Ford,Escape,103789,2024,John Carter,Robert Rodriguez,27410,2489,9708
Ford,Edge,100792,2022,John Carter,Mary Rodriguez,35016,2089,3084
Ford,Mustang,56355,2020,Michael Brown,Elizabeth Johnson,43462,2978,6831
Ford,Bronco,51553,2019,Sarah Wilson,William Johnson,39866,787,7097
Ford,Bronco,71510,2021,John Carter,Patricia Martinez,31621,2812,9419
Ford,Mustang,23186,2015,Michael Brown,Jennifer Johnson,22603,1178,7899
Ford,Escape,35175,2021,Emily Davis,Linda Miller,28078,629,2673
Ford,Escape,36250,2017,Emily Davis,Elizabeth Smith,17235,1669,8264
Ford,Edge,86443,2023,Sarah Wilson,William Brown,44046,1545,6803
Ford,Bronco,63193,2019,Michael Brown,James Garcia,17464,1613,5787
Ford,Bronco,80696,2019,Emily Davis,Mary Williams,45656,1511,5559
Ford,Edge,108426,2022,John Carter,William Johnson,42000,1802,7971
Ford,Explorer,99751,2021,Emily Davis,Mary Smith,27891,2406,6616
Ford,Mustang,86556,2017,Emily Davis,Elizabeth Brown,37871,1382,8127
Ford,Escape,36084,2017,Emily Davis,William Rodriguez,35876,768,8620
Ford,Edge,114197,2024,Emily Davis,Robert Martinez,20021,1002,8237
Ford,F-150,115788,2024,Sarah Wilson,Elizabeth Rodriguez,42250,1205,141
Ford,Edge,96787,2020,Michael Brown,Robert Rodriguez,15754,2913,5953
Ford,Mustang,76307,2021,Michael Brown,Michael Rodriguez,22721,1873,2581
Ford,Explorer,45144,2021,Michael Brown,Mary Miller,34701,1312,6618
Ford,F-150,13534,2019,Michael Brown,Linda Smith,38029,1972,8977
Ford,Mustang,32740,2016,Emily Davis,Jennifer Jones,42221,1428,9986
Ford,Edge,34581,2021,Michael Brown,Mary Jones,20704,1794,9741
Ford,F-150,99341,2024,John Carter,William Miller,47750,2534,6489
Ford,Mustang,82179,2017,Michael Brown,John Davis,41180,532,4178
Ford,Bronco,25387,2018,Michael Brown,Elizabeth Williams,19047,1990,9267
Ford,Bronco,57045,2015,Sarah Wilson,Mary Smith,21895,1987,2683
Ford,Bronco,112029,2017,John Carter,Patricia Brown,31455,2982,190
Ford,F-150,73775,2023,John Carter,Mary Johnson,49285,726,5443
Ford,F-150,22173,2019,Sarah Wilson,James Brown,34524,1005,4187
Ford,Mustang,79614,2018,Emily Davis,Patricia Davis,20032,711,3169
Ford,F-150,66070,2015,Michael Brown,John Williams,34845,542,9032
Ford,Edge,93079,2018,Michael Brown,Michael Martinez,18959,1663,2946
Ford,Escape,53452,2019,Sarah Wilson,Linda Davis,44997,1147,7485
Ford,Edge,65162,2016,Emily Davis,Robert Miller,25986,2121,8335
Ford,Escape,38099,2019,Emily Davis,Robert Davis,42641,2747,5280
Ford,Explorer,93230,2024,John Carter,Elizabeth Miller,37098,1495,8323
Ford,Escape,98460,2019,Sarah Wilson,James Martinez,32972,768,7989
Ford,Edge,100629,2019,John Carter,Elizabeth Smith,46569,2524,5522
Ford,Explorer,106234,2020,Emily Davis,Michael Rodriguez,25649,749,9220
Ford,F-150,65899,2018,John Carter,John Rodriguez,42548,2361,5760
Ford,Mustang,67159,2020,Emily Davis,Mary Martinez,48901,2366,5514
Ford,Explorer,98634,2020,Sarah Wilson,William Rodriguez,36334,2704,4376
Ford,Mustang,50809,2020,Michael Brown,James Rodriguez,26253,2979,2025
Ford,Bronco,33320,2022,Emily Davis,James Williams,27578,2485,8189
Ford,Edge,111101,2017,John Carter,Linda Jones,21031,2353,4708
Ford,Escape,30249,2024,John Carter,Mary Miller,28209,2603,240
Ford,Bronco,84194,2020,Emily Davis,Mary Miller,46122,1127,9453
Ford,F-150,7784,2015,Michael Brown,John Garcia,33704,1826,6428
Ford,Bronco,92959,2017,Sarah Wilson,John Martinez,19413,1892,9699
Ford,Explorer,88560,2022,Michael Brown,Elizabeth Garcia,40308,1877,2218
Ford,Edge,96936,2019,Emily Davis,Jennifer Williams,15588,2736,3859
Ford,Bronco,67847,2020,Michael Brown,Patricia Jones,48354,1845,4982
Ford,Explorer,35910,2022,Emily Davis,William Garcia,24863,2358,2664
Ford,Explorer,23255,2018,Michael Brown,James Rodriguez,26908,2163,2350
Ford,Explorer,8793,2020,Sarah Wilson,Jennifer Garcia,15852,1895,7216
Ford,Bronco,112213,2017,Michael Brown,Mary Davis,39327,2331,8644
Ford,Bronco,38920,2023,Michael Brown,Linda Rodriguez,47637,1347,2217
Ford,Escape,87671,2019,Emily Davis,James Brown,35817,2776,2220
Ford,Explorer,25077,2019,Sarah Wilson,William Brown,38978,739,8118
Ford,Edge,90630,2019,Emily Davis,Linda Rodriguez,37946,654,4373
Ford,Bronco,77799,2024,John Carter,Michael Brown,22964,1686,4743
Ford,Escape,81864,2022,Sarah Wilson,Patricia Williams,40354,2550,7195
Ford,Bronco,39717,2017,Sarah Wilson,Robert Brown,31177,2653,8175
Ford,Edge,109322,2020,Michael Brown,Robert Martinez,33791,2374,469
Ford,Bronco,119681,2017,Emily Davis,William Smith,21891,2830,4532
Ford,Bronco,6016,2021,Sarah Wilson,James Jones,25013,1120,6881
Ford,Escape,113967,2023,Emily Davis,William Garcia,40543,1513,4688
Ford,Escape,107683,2024,Sarah Wilson,William Martinez,40641,2570,2816
Ford,Explorer,98137,2021,John Carter,Elizabeth Rodriguez,38986,2737,3892
Ford,Edge,114579,2017,John Carter,Jennifer Johnson,19947,1599,2732
Ford,F-150,25803,2016,Emily Davis,Michael Johnson,38228,2670,7358
Ford,Bronco,74216,2021,Michael Brown,John Smith,27222,1825,4872
Ford,Explorer,43829,2019,John Carter,John Martinez,40026,1792,3851
Ford,Mustang,65017,2022,Michael Brown,Mary Smith,27723,1789,7583
Ford,F-150,76430,2015,John Carter,Michael Johnson,22270,1098,2806
Ford,Bronco,110869,2022,Michael Brown,John Rodriguez,21852,1532,2275
Ford,Edge,29261,2019,Emily Davis,Jennifer Martinez,33509,2437,9428
Ford,F-150,104527,2022,Michael Brown,Mary Rodriguez,43086,1125,2862
Ford,F-150,115464,2017,Sarah Wilson,James Garcia,34807,1929,7998
Ford,Explorer,79402,2017,Sarah Wilson,Mary Williams,24757,2481,842
Ford,F-150,108400,2018,Emily Davis,William Davis,20549,1095,2135
Ford,Mustang,101491,2017,Michael Brown,Jennifer Garcia,23923,2030,4961
Ford,Explorer,31874,2020,John Carter,William Brown,47636,1799,9897
Ford,Escape,115385,2019,Emily Davis,Linda Davis,34843,2386,9502
Ford,Mustang,80633,2024,John Carter,Elizabeth Johnson,48968,1734,4066
Ford,Bronco,43036,2016,Sarah Wilson,John Smith,18289,2362,5386
Ford,F-150,111168,2022,Sarah Wilson,Michael Williams,39596,1203,3328
Ford,Edge,108688,2021,Emily Davis,William Garcia,30446,1545,6676
Ford,Escape,85381,2023,John Carter,John Miller,43575,2136,7771
Ford,Explorer,69384,2018,Michael Brown,Mary Martinez,35947,1616,6739
Ford,Explorer,52317,2019,John Carter,Elizabeth Martinez,16657,2326,8964
Ford,Edge,102047,2015,Sarah Wilson,Elizabeth Garcia,38236,1176,3123
Ford,Mustang,102631,2021,Michael Brown,Elizabeth Brown,25856,2166,5856
Ford,Mustang,41158,2016,Michael Brown,Patricia Martinez,46299,957,9089
Ford,Edge,107336,2020,Sarah Wilson,Patricia Rodriguez,31916,1866,6863
Ford,Explorer,89955,2015,John Carter,Michael Williams,33458,955,3371
Ford,Mustang,104195,2020,Michael Brown,Elizabeth Garcia,19425,626,8882
Ford,Explorer,114111,2019,John Carter,Mary Jones,29477,1794,5103
Ford,Mustang,55925,2021,John Carter,Linda Rodriguez,19267,1062,4866
Ford,Mustang,80055,2023,John Carter,Elizabeth Davis,43016,2698,4970
Ford,Mustang,8353,2024,Emily Davis,Linda Martinez,21602,1516,679
Ford,Escape,96452,2018,John Carter,John Rodriguez,23786,1030,6410
Ford,Bronco,19993,2018,John Carter,Patricia Smith,49111,2789,6125
Ford,Explorer,110412,2017,Michael Brown,Elizabeth Martinez,49544,2863,7002
Ford,F-150,104083,2022,Sarah Wilson,William Brown,28762,1428,6776
Ford,Explorer,38277,2015,John Carter,William Jones,39755,2089,3521
Ford,Explorer,15344,2019,Sarah Wilson,Linda Johnson,23418,944,3133
Ford,Explorer,40291,2021,John Carter,William Brown,30254,1618,6139
Ford,Explorer,119514,2020,Michael Brown,Jennifer Garcia,49046,1811,7338
Ford,F-150,95275,2023,Emily Davis,William Johnson,34300,1261,9478
Ford,Mustang,17571,2020,Emily Davis,Mary Davis,29073,1795,786
Ford,Explorer,10559,2021,Sarah Wilson,Jennifer Smith,32933,2143,-1315
Ford,Escape,79040,2019,John Carter,Linda Brown,31317,1681,4408
Ford,Mustang,101594,2022,Michael Brown,William Martinez,40436,2155,8140
Ford,Mustang,52782,2018,John Carter,John Rodriguez,29578,1670,2132
Ford,Mustang,37416,2021,Michael Brown,Robert Rodriguez,30670,2617,4213
Ford,Escape,51779,2015,Emily Davis,William Martinez,32070,1983,4149
Ford,Mustang,91370,2019,John Carter,Robert Williams,38806,1642,9703
Ford,Explorer,59622,2023,Sarah Wilson,Mary Johnson,16803,1476,7414
Ford,Explorer,115873,2015,Emily Davis,Linda Davis,21982,1466,4739
Ford,Mustang,98659,2019,John Carter,Patricia Rodriguez,24954,2882,9464
Ford,Escape,111041,2024,John Carter,Michael Williams,30878,2483,6078
Ford,F-150,93569,2022,Sarah Wilson,Elizabeth Miller,18004,1098,3066
Ford,Mustang,63156,2021,Emily Davis,William Miller,37143,1501,6804
Ford,Explorer,109816,2022,John Carter,Patricia Miller,18465,2504,9328
Ford,Bronco,118928,2017,Michael Brown,John Williams,44930,1365,9774
Ford,Escape,57921,2016,John Carter,Jennifer Davis,29137,2757,3547
Ford,F-150,97594,2022,Sarah Wilson,Jennifer Brown,38173,2478,5044
Ford,Escape,15524,2024,Sarah Wilson,Robert Davis,15898,1154,9384
Ford,Mustang,78086,2018,Emily Davis,Patricia Smith,34159,2304,8452
Ford,Bronco,57410,2021,Sarah Wilson,Linda Miller,27110,704,8633
Ford,Explorer,57440,2015,John Carter,William Garcia,47665,1561,9467
Ford,Escape,20007,2019,Sarah Wilson,Patricia Smith,42284,2967,2728
Ford,Edge,100214,2020,Emily Davis,John Jones,47952,1214,-1726
Ford,Bronco,12279,2015,Michael Brown,Mary Jones,24482,1782,278
Ford,Edge,32836,2016,Emily Davis,Michael Smith,42666,1118,9138
Ford,Bronco,116914,2019,Sarah Wilson,Patricia Davis,15312,1775,7165
Ford,F-150,112654,2021,Emily Davis,James Garcia,23634,2257,6215
Ford,Escape,70507,2016,Michael Brown,Elizabeth Garcia,23889,735,2475
Ford,F-150,119699,2023,Michael Brown,Jennifer Rodriguez,45174,677,7690
Ford,Bronco,41139,2016,Sarah Wilson,Linda Brown,20180,2644,4916
Ford,Escape,31829,2024,Michael Brown,Robert Garcia,48659,2055,4024
Ford,F-150,113874,2020,Sarah Wilson,Jennifer Johnson,48167,1669,4945
Ford,Mustang,7876,2022,Sarah Wilson,Mary Brown,41956,2615,8358
Ford,Escape,57990,2023,Michael Brown,Jennifer Jones,42049,2592,712
Ford,Bronco,64230,2022,John Carter,Patricia Garcia,27314,2332,5129
Ford,Mustang,19364,2024,John Carter,Mary Garcia,18937,697,8088
Ford,F-150,97000,2018,Emily Davis,William Miller,20456,1527,3099
Ford,Escape,10172,2021,Sarah Wilson,Jennifer Rodriguez,19444,2360,5385
Ford,F-150,101063,2017,Michael Brown,Jennifer Miller,17331,2168,3698
Ford,Explorer,39890,2020,Sarah Wilson,Jennifer Garcia,49687,657,8437
Ford,Explorer,19588,2019,Sarah Wilson,Michael Jones,43357,520,7475
Ford,F-150,6737,2020,Michael Brown,Robert Brown,15925,567,5531
Ford,Explorer,25714,2024,John Carter,Elizabeth Martinez,40007,1022,5456
Ford,Edge,11408,2017,Michael Brown,Elizabeth Martinez,19618,1841,8174
Ford,Bronco,45764,2022,Emily Davis,Elizabeth Williams,22006,2962,4231
Ford,F-150,88729,2020,Sarah Wilson,James Brown,44712,1666,9683
Ford,Explorer,7374,2022,John Carter,Linda Johnson,31726,2280,8317
Ford,Escape,114842,2018,Michael Brown,Michael Miller,25319,1771,8402
Ford,Explorer,43624,2015,Michael Brown,Patricia Smith,42027,952,4484
Ford,Escape,27940,2016,Michael Brown,William Miller,42948,2642,7147
Ford,Mustang,95661,2020,Sarah Wilson,Jennifer Miller,30340,646,8834
Ford,F-150,71109,2021,Emily Davis,James Davis,25870,1673,3813
Ford,Bronco,26139,2020,John Carter,Robert Brown,26408,2672,8847
Ford,Bronco,84687,2018,John Carter,Elizabeth Williams,28322,2222,9871
Ford,Mustang,73740,2019,Sarah Wilson,James Brown,21445,2266,3921
Ford,Bronco,32670,2021,John Carter,James Jones,17576,923,8985
